dataset,model,split,perturbation,true_target_rank,top_match,top_match_similarity,true_target_similarity,is_confused
Norman2019_GEARS_processed_mirror,B0_no_change,L3,MAP2K3+ctrl,,UNINFORMATIVE_PREDICTION,,,
Norman2019_GEARS_processed_mirror,B0_no_change,L3,MAP2K6+ctrl,,UNINFORMATIVE_PREDICTION,,,
Norman2019_GEARS_processed_mirror,B0_no_change,L3,RUNX1T1+ctrl,,UNINFORMATIVE_PREDICTION,,,
Norman2019_GEARS_processed_mirror,B0_no_change,L3,ctrl+CBFA2T3,,UNINFORMATIVE_PREDICTION,,,
Norman2019_GEARS_processed_mirror,B0_no_change,L3,ctrl+COL2A1,,UNINFORMATIVE_PREDICTION,,,
Norman2019_GEARS_processed_mirror,B0_no_change,L3,ctrl+FOXA1,,UNINFORMATIVE_PREDICTION,,,
Norman2019_GEARS_processed_mirror,B0_no_change,L3,ctrl+FOXF1,,UNINFORMATIVE_PREDICTION,,,
Norman2019_GEARS_processed_mirror,B0_no_change,L3,ctrl+FOXL2,,UNINFORMATIVE_PREDICTION,,,
Norman2019_GEARS_processed_mirror,B0_no_change,L3,ctrl+MAP2K6,,UNINFORMATIVE_PREDICTION,,,
Norman2019_GEARS_processed_mirror,B0_no_change,L3,ctrl+RUNX1T1,,UNINFORMATIVE_PREDICTION,,,
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,CBFA2T3+ctrl,17.0,FOXA3+FOXA1,0.7079634666442871,0.2703815698623657,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,COL1A1+ctrl,15.0,FOXA3+FOXA1,0.7079634666442871,0.3532295823097229,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,COL2A1+ctrl,19.0,FOXA3+FOXA1,0.7079634666442871,0.1738316118717193,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,FOXA1+FOXF1,3.0,FOXA3+FOXA1,0.7079634666442871,0.681713342666626,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,FOXA1+FOXL2,4.0,FOXA3+FOXA1,0.7079634666442871,0.6708717346191406,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,FOXA1+ctrl,10.0,FOXA3+FOXA1,0.7079634666442871,0.5776586532592773,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,FOXA3+FOXA1,1.0,FOXA3+FOXA1,0.7079634666442871,0.7079634666442871,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,FOXA3+FOXF1,5.0,FOXA3+FOXA1,0.7079634666442871,0.6661280393600464,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,FOXA3+FOXL2,6.0,FOXA3+FOXA1,0.7079634666442871,0.6643098592758179,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,FOXA3+ctrl,2.0,FOXA3+FOXA1,0.7079634666442871,0.7065695524215698,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,FOXF1+FOXL2,7.0,FOXA3+FOXA1,0.7079634666442871,0.6572974324226379,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,FOXF1+ctrl,13.0,FOXA3+FOXA1,0.7079634666442871,0.4966562986373901,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,FOXL2+ctrl,12.0,FOXA3+FOXA1,0.7079634666442871,0.5213499069213867,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,FOXO4+ctrl,8.0,FOXA3+FOXA1,0.7079634666442871,0.6473369002342224,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,MAP2K3+MAP2K6,22.0,FOXA3+FOXA1,0.7079634666442871,-0.3654747903347015,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,MAP2K3+ctrl,23.0,FOXA3+FOXA1,0.7079634666442871,-0.3719066977500915,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,MAP2K6+ctrl,25.0,FOXA3+FOXA1,0.7079634666442871,-0.4020206928253174,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,RUNX1T1+ctrl,21.0,FOXA3+FOXA1,0.7079634666442871,0.0333038680255413,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,ctrl+CBFA2T3,16.0,FOXA3+FOXA1,0.7079634666442871,0.3139213919639587,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,ctrl+COL2A1,18.0,FOXA3+FOXA1,0.7079634666442871,0.2285296618938446,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,ctrl+FOXA1,9.0,FOXA3+FOXA1,0.7079634666442871,0.5970617532730103,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,ctrl+FOXF1,14.0,FOXA3+FOXA1,0.7079634666442871,0.481840431690216,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,ctrl+FOXL2,11.0,FOXA3+FOXA1,0.7079634666442871,0.564106822013855,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,ctrl+MAP2K6,24.0,FOXA3+FOXA1,0.7079634666442871,-0.3877074420452118,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,ctrl+RUNX1T1,20.0,FOXA3+FOXA1,0.7079634666442871,0.1685117781162262,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,CBFA2T3+ctrl,17.0,FOXA3+FOXA1,0.7079634666442871,0.2703815698623657,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,COL1A1+ctrl,15.0,FOXA3+FOXA1,0.7079634666442871,0.3532295823097229,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,COL2A1+ctrl,19.0,FOXA3+FOXA1,0.7079634666442871,0.1738316118717193,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,FOXA1+FOXF1,3.0,FOXA3+FOXA1,0.7079634666442871,0.681713342666626,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,FOXA1+FOXL2,4.0,FOXA3+FOXA1,0.7079634666442871,0.6708717346191406,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,FOXA1+ctrl,10.0,FOXA3+FOXA1,0.7079634666442871,0.5776586532592773,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,FOXA3+FOXA1,1.0,FOXA3+FOXA1,0.7079634666442871,0.7079634666442871,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,FOXA3+FOXF1,5.0,FOXA3+FOXA1,0.7079634666442871,0.6661280393600464,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,FOXA3+FOXL2,6.0,FOXA3+FOXA1,0.7079634666442871,0.6643098592758179,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,FOXA3+ctrl,2.0,FOXA3+FOXA1,0.7079634666442871,0.7065695524215698,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,FOXF1+FOXL2,7.0,FOXA3+FOXA1,0.7079634666442871,0.6572974324226379,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,FOXF1+ctrl,13.0,FOXA3+FOXA1,0.7079634666442871,0.4966562986373901,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,FOXL2+ctrl,12.0,FOXA3+FOXA1,0.7079634666442871,0.5213499069213867,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,FOXO4+ctrl,8.0,FOXA3+FOXA1,0.7079634666442871,0.6473369002342224,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,MAP2K3+MAP2K6,22.0,FOXA3+FOXA1,0.7079634666442871,-0.3654747903347015,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,MAP2K3+ctrl,23.0,FOXA3+FOXA1,0.7079634666442871,-0.3719066977500915,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,MAP2K6+ctrl,25.0,FOXA3+FOXA1,0.7079634666442871,-0.4020206928253174,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,RUNX1T1+ctrl,21.0,FOXA3+FOXA1,0.7079634666442871,0.0333038680255413,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,ctrl+CBFA2T3,16.0,FOXA3+FOXA1,0.7079634666442871,0.3139213919639587,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,ctrl+COL2A1,18.0,FOXA3+FOXA1,0.7079634666442871,0.2285296618938446,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,ctrl+FOXA1,9.0,FOXA3+FOXA1,0.7079634666442871,0.5970617532730103,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,ctrl+FOXF1,14.0,FOXA3+FOXA1,0.7079634666442871,0.481840431690216,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,ctrl+FOXL2,11.0,FOXA3+FOXA1,0.7079634666442871,0.564106822013855,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,ctrl+MAP2K6,24.0,FOXA3+FOXA1,0.7079634666442871,-0.3877074420452118,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,ctrl+RUNX1T1,20.0,FOXA3+FOXA1,0.7079634666442871,0.1685117781162262,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,CBFA2T3+ctrl,17.0,FOXA3+FOXA1,0.7079634666442871,0.2703815698623657,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,COL1A1+ctrl,15.0,FOXA3+FOXA1,0.7079634666442871,0.3532295823097229,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,COL2A1+ctrl,19.0,FOXA3+FOXA1,0.7079634666442871,0.1738316118717193,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,FOXA1+FOXF1,3.0,FOXA3+FOXA1,0.7079634666442871,0.681713342666626,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,FOXA1+FOXL2,4.0,FOXA3+FOXA1,0.7079634666442871,0.6708717346191406,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,FOXA1+ctrl,10.0,FOXA3+FOXA1,0.7079634666442871,0.5776586532592773,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,FOXA3+FOXA1,1.0,FOXA3+FOXA1,0.7079634666442871,0.7079634666442871,False
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,FOXA3+FOXF1,5.0,FOXA3+FOXA1,0.7079634666442871,0.6661280393600464,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,FOXA3+FOXL2,6.0,FOXA3+FOXA1,0.7079634666442871,0.6643098592758179,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,FOXA3+ctrl,2.0,FOXA3+FOXA1,0.7079634666442871,0.7065695524215698,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,FOXF1+FOXL2,7.0,FOXA3+FOXA1,0.7079634666442871,0.6572974324226379,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,FOXF1+ctrl,13.0,FOXA3+FOXA1,0.7079634666442871,0.4966562986373901,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,FOXL2+ctrl,12.0,FOXA3+FOXA1,0.7079634666442871,0.5213499069213867,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,FOXO4+ctrl,8.0,FOXA3+FOXA1,0.7079634666442871,0.6473369002342224,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,MAP2K3+MAP2K6,22.0,FOXA3+FOXA1,0.7079634666442871,-0.3654747903347015,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,MAP2K3+ctrl,23.0,FOXA3+FOXA1,0.7079634666442871,-0.3719066977500915,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,MAP2K6+ctrl,25.0,FOXA3+FOXA1,0.7079634666442871,-0.4020206928253174,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,RUNX1T1+ctrl,21.0,FOXA3+FOXA1,0.7079634666442871,0.0333038680255413,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,ctrl+CBFA2T3,16.0,FOXA3+FOXA1,0.7079634666442871,0.3139213919639587,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,ctrl+COL2A1,18.0,FOXA3+FOXA1,0.7079634666442871,0.2285296618938446,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,ctrl+FOXA1,9.0,FOXA3+FOXA1,0.7079634666442871,0.5970617532730103,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,ctrl+FOXF1,14.0,FOXA3+FOXA1,0.7079634666442871,0.481840431690216,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,ctrl+FOXL2,11.0,FOXA3+FOXA1,0.7079634666442871,0.564106822013855,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,ctrl+MAP2K6,24.0,FOXA3+FOXA1,0.7079634666442871,-0.3877074420452118,True
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,ctrl+RUNX1T1,20.0,FOXA3+FOXA1,0.7079634666442871,0.1685117781162262,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,CBFA2T3+ctrl,17.0,FOXA3+ctrl,0.762489035291108,0.3052969180445891,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,COL1A1+ctrl,15.0,FOXA3+ctrl,0.762489035291108,0.3911281010514004,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,COL2A1+ctrl,19.0,FOXA3+ctrl,0.762489035291108,0.2045963284677942,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,FOXA1+FOXF1,3.0,FOXA3+ctrl,0.762489035291108,0.7493106167136467,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,FOXA1+FOXL2,4.0,FOXA3+ctrl,0.762489035291108,0.7345495572097505,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,FOXA1+ctrl,11.0,FOXA3+ctrl,0.762489035291108,0.6250278166800506,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,FOXA3+FOXA1,2.0,FOXA3+ctrl,0.7624890352911078,0.7593540410985962,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,FOXA3+FOXF1,5.0,FOXA3+ctrl,0.7624890352911079,0.7322168216565176,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,FOXA3+FOXL2,6.0,FOXA3+ctrl,0.762489035291108,0.7312426598172513,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,FOXA3+ctrl,1.0,FOXA3+ctrl,0.762489035291108,0.762489035291108,False
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,FOXF1+FOXL2,7.0,FOXA3+ctrl,0.762489035291108,0.7241520938482598,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,FOXF1+ctrl,13.0,FOXA3+ctrl,0.762489035291108,0.5654815920691654,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,FOXL2+ctrl,12.0,FOXA3+ctrl,0.762489035291108,0.5884310500774008,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,FOXO4+ctrl,8.0,FOXA3+ctrl,0.7624890352911078,0.6818257955793979,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,MAP2K3+MAP2K6,22.0,FOXA3+ctrl,0.7624890352911078,-0.3690916225923654,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,MAP2K3+ctrl,25.0,FOXA3+ctrl,0.7624890352911078,-0.4053985509527205,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,MAP2K6+ctrl,24.0,FOXA3+ctrl,0.7624890352911078,-0.3998125682156677,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,RUNX1T1+ctrl,21.0,FOXA3+ctrl,0.7624890352911078,0.0556612352853576,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,ctrl+CBFA2T3,16.0,FOXA3+ctrl,0.762489035291108,0.3478431631148282,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,ctrl+COL2A1,18.0,FOXA3+ctrl,0.762489035291108,0.2612991768554218,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,ctrl+FOXA1,9.0,FOXA3+ctrl,0.762489035291108,0.633905688282935,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,ctrl+FOXF1,14.0,FOXA3+ctrl,0.762489035291108,0.5410068533165321,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,ctrl+FOXL2,10.0,FOXA3+ctrl,0.762489035291108,0.6312478627866418,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,ctrl+MAP2K6,23.0,FOXA3+ctrl,0.7624890352911078,-0.3812960392393355,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,ctrl+RUNX1T1,20.0,FOXA3+ctrl,0.7624890352911078,0.2045763327879706,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,CBFA2T3+ctrl,17.0,FOXA3+FOXA1,0.7079634666442871,0.2703815698623657,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,COL1A1+ctrl,15.0,FOXA3+FOXA1,0.7079634666442871,0.3532295823097229,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,COL2A1+ctrl,19.0,FOXA3+FOXA1,0.7079634666442871,0.1738316118717193,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,FOXA1+FOXF1,3.0,FOXA3+FOXA1,0.7079634666442871,0.681713342666626,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,FOXA1+FOXL2,4.0,FOXA3+FOXA1,0.7079634666442871,0.6708717346191406,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,FOXA1+ctrl,10.0,FOXA3+FOXA1,0.7079634666442871,0.5776586532592773,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,FOXA3+FOXA1,1.0,FOXA3+FOXA1,0.7079634666442871,0.7079634666442871,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,FOXA3+FOXF1,5.0,FOXA3+FOXA1,0.7079634666442871,0.6661280393600464,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,FOXA3+FOXL2,6.0,FOXA3+FOXA1,0.7079634666442871,0.6643098592758179,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,FOXA3+ctrl,2.0,FOXA3+FOXA1,0.7079634666442871,0.7065695524215698,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,FOXF1+FOXL2,7.0,FOXA3+FOXA1,0.7079634666442871,0.6572974324226379,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,FOXF1+ctrl,13.0,FOXA3+FOXA1,0.7079634666442871,0.4966562986373901,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,FOXL2+ctrl,12.0,FOXA3+FOXA1,0.7079634666442871,0.5213499069213867,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,FOXO4+ctrl,8.0,FOXA3+FOXA1,0.7079634666442871,0.6473369002342224,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,MAP2K3+MAP2K6,22.0,FOXA3+FOXA1,0.7079634666442871,-0.3654747903347015,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,MAP2K3+ctrl,23.0,FOXA3+FOXA1,0.7079634666442871,-0.3719066977500915,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,MAP2K6+ctrl,25.0,FOXA3+FOXA1,0.7079634666442871,-0.4020206928253174,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,RUNX1T1+ctrl,21.0,FOXA3+FOXA1,0.7079634666442871,0.0333038680255413,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,ctrl+CBFA2T3,16.0,FOXA3+FOXA1,0.7079634666442871,0.3139213919639587,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,ctrl+COL2A1,18.0,FOXA3+FOXA1,0.7079634666442871,0.2285296618938446,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,ctrl+FOXA1,9.0,FOXA3+FOXA1,0.7079634666442871,0.5970617532730103,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,ctrl+FOXF1,14.0,FOXA3+FOXA1,0.7079634666442871,0.481840431690216,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,ctrl+FOXL2,11.0,FOXA3+FOXA1,0.7079634666442871,0.564106822013855,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,ctrl+MAP2K6,24.0,FOXA3+FOXA1,0.7079634666442871,-0.3877074420452118,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,ctrl+RUNX1T1,20.0,FOXA3+FOXA1,0.7079634666442871,0.1685117781162262,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,AHR+KLF1,47.0,PRDM1+CBFA2T3,0.8203526735305786,0.2798627018928528,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,BAK1+ctrl,54.0,PRDM1+CBFA2T3,0.8203526735305786,-0.0677114576101303,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,BCL2L11+BAK1,53.0,PRDM1+CBFA2T3,0.8203526735305786,-0.0659321919083595,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,BCL2L11+TGFBR2,50.0,PRDM1+CBFA2T3,0.8203526735305786,0.2609823942184448,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,BPGM+ctrl,39.0,PRDM1+CBFA2T3,0.8203526735305786,0.4815900921821594,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,C19orf26+ctrl,41.0,PRDM1+CBFA2T3,0.8203526735305786,0.4654072523117065,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,CBL+TGFBR2,32.0,PRDM1+CBFA2T3,0.8203526735305786,0.5601283311843872,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,CBL+UBASH3A,16.0,PRDM1+CBFA2T3,0.8203526735305786,0.6711779236793518,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,CBL+UBASH3B,17.0,PRDM1+CBFA2T3,0.8203526735305786,0.666843056678772,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,CBL+ctrl,36.0,PRDM1+CBFA2T3,0.8203526735305786,0.5128276348114014,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,CDKN1C+CDKN1B,11.0,PRDM1+CBFA2T3,0.8203526735305786,0.7154043912887573,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,CEBPA+ctrl,29.0,PRDM1+CBFA2T3,0.8203526735305786,0.5707264542579651,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,CEBPB+CEBPA,31.0,PRDM1+CBFA2T3,0.8203526735305786,0.5602291822433472,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,CEBPE+SPI1,24.0,PRDM1+CBFA2T3,0.8203526735305786,0.6221732497215271,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,COL2A1+ctrl,51.0,PRDM1+CBFA2T3,0.8203526735305786,0.2417816072702407,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,DUSP9+KLF1,34.0,PRDM1+CBFA2T3,0.8203526735305786,0.5554218888282776,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,ELMSAN1+ctrl,56.0,PRDM1+CBFA2T3,0.8203526735305786,-0.0899112820625305,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,ETS2+CEBPE,44.0,PRDM1+CBFA2T3,0.8203526735305786,0.3834206461906433,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,ETS2+IKZF3,6.0,PRDM1+CBFA2T3,0.8203526735305786,0.7512530088424683,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,FOSB+IKZF3,10.0,PRDM1+CBFA2T3,0.8203526735305786,0.7169033288955688,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,FOSB+OSR2,45.0,PRDM1+CBFA2T3,0.8203526735305786,0.3586970567703247,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,FOXA1+ctrl,25.0,PRDM1+CBFA2T3,0.8203526735305786,0.6202545166015625,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,FOXF1+ctrl,30.0,PRDM1+CBFA2T3,0.8203526735305786,0.57037752866745,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,IER5L+ctrl,7.0,PRDM1+CBFA2T3,0.8203526735305786,0.7380696535110474,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,IGDCC3+PRTG,12.0,PRDM1+CBFA2T3,0.8203526735305786,0.7068454623222351,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,IKZF3+ctrl,8.0,PRDM1+CBFA2T3,0.8203526735305786,0.7218836545944214,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,LHX1+ELMSAN1,40.0,PRDM1+CBFA2T3,0.8203526735305786,0.4704039096832275,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,LYL1+CEBPB,20.0,PRDM1+CBFA2T3,0.8203526735305786,0.6410260200500488,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,LYL1+IER5L,2.0,PRDM1+CBFA2T3,0.8203526735305786,0.7983845472335815,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,MAP2K3+MAP2K6,57.0,PRDM1+CBFA2T3,0.8203526735305786,-0.3450852632522583,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,MAP2K6+IKZF3,19.0,PRDM1+CBFA2T3,0.8203526735305786,0.644254207611084,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,MAP2K6+SPI1,38.0,PRDM1+CBFA2T3,0.8203526735305786,0.5078864097595215,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,MAP4K5+ctrl,35.0,PRDM1+CBFA2T3,0.8203526735305786,0.5484408140182495,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,MAPK1+PRTG,37.0,PRDM1+CBFA2T3,0.8203526735305786,0.509082019329071,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,MAPK1+TGFBR2,49.0,PRDM1+CBFA2T3,0.8203526735305786,0.2678501009941101,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,MIDN+ctrl,13.0,PRDM1+CBFA2T3,0.8203526735305786,0.698552668094635,True
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,POU3F2+CBFA2T3,4.0,PRDM1+CBFA2T3,0.8203526735305786,0.7679414749145508,True
