original_label	normalized_label	target_1	target_2	is_control
THOC5+ctrl	THOC5	THOC5	NA	False
THOC6+ctrl	THOC6	THOC6	NA	False
THOC7+ctrl	THOC7	THOC7	NA	False
THRAP3+ctrl	THRAP3	THRAP3	NA	False
TICRR+ctrl	TICRR	TICRR	NA	False
TIMM10+ctrl	TIMM10	TIMM10	NA	False
TIMM13+ctrl	TIMM13	TIMM13	NA	False
TIMM22+ctrl	TIMM22	TIMM22	NA	False
TIMM23B+ctrl	TIMM23B	TIMM23B	NA	False
TIMM44+ctrl	TIMM44	TIMM44	NA	False
TIMM9+ctrl	TIMM9	TIMM9	NA	False
TINF2+ctrl	TINF2	TINF2	NA	False
TIPIN+ctrl	TIPIN	TIPIN	NA	False
TLN1+ctrl	TLN1	TLN1	NA	False
TMA16+ctrl	TMA16	TMA16	NA	False
TMED10+ctrl	TMED10	TMED10	NA	False
TMED2+ctrl	TMED2	TMED2	NA	False
TMEM161B+ctrl	TMEM161B	TMEM161B	NA	False
TMEM214+ctrl	TMEM214	TMEM214	NA	False
TMEM242+ctrl	TMEM242	TMEM242	NA	False
TMEM258+ctrl	TMEM258	TMEM258	NA	False
TMSB10+ctrl	TMSB10	TMSB10	NA	False
TMX2+ctrl	TMX2	TMX2	NA	False
TNPO3+ctrl	TNPO3	TNPO3	NA	False
TNRC6A+ctrl	TNRC6A	TNRC6A	NA	False
TOE1+ctrl	TOE1	TOE1	NA	False
TOMM20+ctrl	TOMM20	TOMM20	NA	False
TOMM22+ctrl	TOMM22	TOMM22	NA	False
TOMM40+ctrl	TOMM40	TOMM40	NA	False
TONSL+ctrl	TONSL	TONSL	NA	False
TOP1+ctrl	TOP1	TOP1	NA	False
TOP3A+ctrl	TOP3A	TOP3A	NA	False
TOX4+ctrl	TOX4	TOX4	NA	False
TP53I13+ctrl	TP53I13	TP53I13	NA	False
TP53RK+ctrl	TP53RK	TP53RK	NA	False
TPR+ctrl	TPR	TPR	NA	False
TPRKB+ctrl	TPRKB	TPRKB	NA	False
TPT1+ctrl	TPT1	TPT1	NA	False
TPX2+ctrl	TPX2	TPX2	NA	False
TRA2B+ctrl	TRA2B	TRA2B	NA	False
TRAIP+ctrl	TRAIP	TRAIP	NA	False
TRAPPC1+ctrl	TRAPPC1	TRAPPC1	NA	False
TRAPPC11+ctrl	TRAPPC11	TRAPPC11	NA	False
TRAPPC3+ctrl	TRAPPC3	TRAPPC3	NA	False
TRAPPC4+ctrl	TRAPPC4	TRAPPC4	NA	False
TRAPPC5+ctrl	TRAPPC5	TRAPPC5	NA	False
TRAPPC8+ctrl	TRAPPC8	TRAPPC8	NA	False
TREX2+ctrl	TREX2	TREX2	NA	False
TRIAP1+ctrl	TRIAP1	TRIAP1	NA	False
TRMT10C+ctrl	TRMT10C	TRMT10C	NA	False
TRMT112+ctrl	TRMT112	TRMT112	NA	False
TRMT5+ctrl	TRMT5	TRMT5	NA	False
TRMT6+ctrl	TRMT6	TRMT6	NA	False
TRNT1+ctrl	TRNT1	TRNT1	NA	False
TRPM7+ctrl	TRPM7	TRPM7	NA	False
TRRAP+ctrl	TRRAP	TRRAP	NA	False
TSEN2+ctrl	TSEN2	TSEN2	NA	False
TSEN54+ctrl	TSEN54	TSEN54	NA	False
TSG101+ctrl	TSG101	TSG101	NA	False
TSPYL5+ctrl	TSPYL5	TSPYL5	NA	False
TSR1+ctrl	TSR1	TSR1	NA	False
TSR2+ctrl	TSR2	TSR2	NA	False
TTC1+ctrl	TTC1	TTC1	NA	False
TTC27+ctrl	TTC27	TTC27	NA	False
TTC4+ctrl	TTC4	TTC4	NA	False
TTF2+ctrl	TTF2	TTF2	NA	False
TTI1+ctrl	TTI1	TTI1	NA	False
TTK+ctrl	TTK	TTK	NA	False
TUBA1B+ctrl	TUBA1B	TUBA1B	NA	False
TUBB+ctrl	TUBB	TUBB	NA	False
TUBB2A+ctrl	TUBB2A	TUBB2A	NA	False
TUBD1+ctrl	TUBD1	TUBD1	NA	False
TUBG1+ctrl	TUBG1	TUBG1	NA	False
TUBGCP2+ctrl	TUBGCP2	TUBGCP2	NA	False
TUBGCP3+ctrl	TUBGCP3	TUBGCP3	NA	False
TUBGCP4+ctrl	TUBGCP4	TUBGCP4	NA	False
TUBGCP5+ctrl	TUBGCP5	TUBGCP5	NA	False
TUBGCP6+ctrl	TUBGCP6	TUBGCP6	NA	False
TUT1+ctrl	TUT1	TUT1	NA	False
TWISTNB+ctrl	TWISTNB	TWISTNB	NA	False
TXN+ctrl	TXN	TXN	NA	False
TXNL4A+ctrl	TXNL4A	TXNL4A	NA	False
TXNL4B+ctrl	TXNL4B	TXNL4B	NA	False
TYK2+ctrl	TYK2	TYK2	NA	False
U2AF1+ctrl	U2AF1	U2AF1	NA	False
U2AF2+ctrl	U2AF2	U2AF2	NA	False
U2SURP+ctrl	U2SURP	U2SURP	NA	False
UBA1+ctrl	UBA1	UBA1	NA	False
UBA2+ctrl	UBA2	UBA2	NA	False
UBA3+ctrl	UBA3	UBA3	NA	False
UBA5+ctrl	UBA5	UBA5	NA	False
UBA52+ctrl	UBA52	UBA52	NA	False
UBAP1+ctrl	UBAP1	UBAP1	NA	False
UBE2H+ctrl	UBE2H	UBE2H	NA	False
UBE2I+ctrl	UBE2I	UBE2I	NA	False
UBE2L3+ctrl	UBE2L3	UBE2L3	NA	False
UBE2M+ctrl	UBE2M	UBE2M	NA	False
UBE2N+ctrl	UBE2N	UBE2N	NA	False
UBE3C+ctrl	UBE3C	UBE3C	NA	False
UBE3D+ctrl	UBE3D	UBE3D	NA	False
UBL5+ctrl	UBL5	UBL5	NA	False
UBQLN4+ctrl	UBQLN4	UBQLN4	NA	False
UBR4+ctrl	UBR4	UBR4	NA	False
UBR5+ctrl	UBR5	UBR5	NA	False
UBTF+ctrl	UBTF	UBTF	NA	False
UCHL5+ctrl	UCHL5	UCHL5	NA	False
UFL1+ctrl	UFL1	UFL1	NA	False
UFM1+ctrl	UFM1	UFM1	NA	False
UHRF1+ctrl	UHRF1	UHRF1	NA	False
UNC45A+ctrl	UNC45A	UNC45A	NA	False
UPF1+ctrl	UPF1	UPF1	NA	False
UPF2+ctrl	UPF2	UPF2	NA	False
UPF3A+ctrl	UPF3A	UPF3A	NA	False
UQCC2+ctrl	UQCC2	UQCC2	NA	False
UQCRB+ctrl	UQCRB	UQCRB	NA	False
UQCRC2+ctrl	UQCRC2	UQCRC2	NA	False
UQCRFS1+ctrl	UQCRFS1	UQCRFS1	NA	False
UQCRQ+ctrl	UQCRQ	UQCRQ	NA	False
URB1+ctrl	URB1	URB1	NA	False
URB2+ctrl	URB2	URB2	NA	False
URI1+ctrl	URI1	URI1	NA	False
URM1+ctrl	URM1	URM1	NA	False
UROD+ctrl	UROD	UROD	NA	False
USF2+ctrl	USF2	USF2	NA	False
USP10+ctrl	USP10	USP10	NA	False
USP14+ctrl	USP14	USP14	NA	False
USP36+ctrl	USP36	USP36	NA	False
USP39+ctrl	USP39	USP39	NA	False
USP5+ctrl	USP5	USP5	NA	False
USP7+ctrl	USP7	USP7	NA	False
USP8+ctrl	USP8	USP8	NA	False
USP9X+ctrl	USP9X	USP9X	NA	False
USPL1+ctrl	USPL1	USPL1	NA	False
UTP15+ctrl	UTP15	UTP15	NA	False
UTP18+ctrl	UTP18	UTP18	NA	False
UTP20+ctrl	UTP20	UTP20	NA	False
UTP23+ctrl	UTP23	UTP23	NA	False
UTP3+ctrl	UTP3	UTP3	NA	False
UTP6+ctrl	UTP6	UTP6	NA	False
UXT+ctrl	UXT	UXT	NA	False
VARS+ctrl	VARS	VARS	NA	False
VCP+ctrl	VCP	VCP	NA	False
VHL+ctrl	VHL	VHL	NA	False
VPS13D+ctrl	VPS13D	VPS13D	NA	False
VPS18+ctrl	VPS18	VPS18	NA	False
VPS25+ctrl	VPS25	VPS25	NA	False
VPS28+ctrl	VPS28	VPS28	NA	False
VPS29+ctrl	VPS29	VPS29	NA	False
VPS33A+ctrl	VPS33A	VPS33A	NA	False
VPS35+ctrl	VPS35	VPS35	NA	False
VPS41+ctrl	VPS41	VPS41	NA	False
VPS54+ctrl	VPS54	VPS54	NA	False
VPS72+ctrl	VPS72	VPS72	NA	False
WAC+ctrl	WAC	WAC	NA	False
WARS+ctrl	WARS	WARS	NA	False
WBP11+ctrl	WBP11	WBP11	NA	False
WDFY3+ctrl	WDFY3	WDFY3	NA	False
WDHD1+ctrl	WDHD1	WDHD1	NA	False
WDR1+ctrl	WDR1	WDR1	NA	False
WDR12+ctrl	WDR12	WDR12	NA	False
WDR18+ctrl	WDR18	WDR18	NA	False
WDR24+ctrl	WDR24	WDR24	NA	False
WDR25+ctrl	WDR25	WDR25	NA	False
WDR26+ctrl	WDR26	WDR26	NA	False
WDR3+ctrl	WDR3	WDR3	NA	False
WDR33+ctrl	WDR33	WDR33	NA	False
WDR36+ctrl	WDR36	WDR36	NA	False
WDR4+ctrl	WDR4	WDR4	NA	False
WDR43+ctrl	WDR43	WDR43	NA	False
WDR44+ctrl	WDR44	WDR44	NA	False
WDR46+ctrl	WDR46	WDR46	NA	False
WDR5+ctrl	WDR5	WDR5	NA	False
WDR55+ctrl	WDR55	WDR55	NA	False
WDR61+ctrl	WDR61	WDR61	NA	False
WDR70+ctrl	WDR70	WDR70	NA	False
WDR74+ctrl	WDR74	WDR74	NA	False
WDR75+ctrl	WDR75	WDR75	NA	False
WDR77+ctrl	WDR77	WDR77	NA	False
WDR82+ctrl	WDR82	WDR82	NA	False
WDTC1+ctrl	WDTC1	WDTC1	NA	False
WEE1+ctrl	WEE1	WEE1	NA	False
WNK1+ctrl	WNK1	WNK1	NA	False
WTAP+ctrl	WTAP	WTAP	NA	False
XAB2+ctrl	XAB2	XAB2	NA	False
XPO1+ctrl	XPO1	XPO1	NA	False
XPO5+ctrl	XPO5	XPO5	NA	False
XRCC3+ctrl	XRCC3	XRCC3	NA	False
XRCC5+ctrl	XRCC5	XRCC5	NA	False
XRCC6+ctrl	XRCC6	XRCC6	NA	False
XRN1+ctrl	XRN1	XRN1	NA	False
XRN2+ctrl	XRN2	XRN2	NA	False
YAE1+ctrl	YAE1	YAE1	NA	False
YARS+ctrl	YARS	YARS	NA	False
YBX1+ctrl	YBX1	YBX1	NA	False
YBX3+ctrl	YBX3	YBX3	NA	False
YEATS2+ctrl	YEATS2	YEATS2	NA	False
YEATS4+ctrl	YEATS4	YEATS4	NA	False
YJEFN3+ctrl	YJEFN3	YJEFN3	NA	False
YKT6+ctrl	YKT6	YKT6	NA	False
YPEL5+ctrl	YPEL5	YPEL5	NA	False
YTHDC1+ctrl	YTHDC1	YTHDC1	NA	False
YY1+ctrl	YY1	YY1	NA	False
ZBTB14+ctrl	ZBTB14	ZBTB14	NA	False
ZBTB17+ctrl	ZBTB17	ZBTB17	NA	False
ZBTB44+ctrl	ZBTB44	ZBTB44	NA	False
ZC3H13+ctrl	ZC3H13	ZC3H13	NA	False
ZC3H18+ctrl	ZC3H18	ZC3H18	NA	False
ZC3H3+ctrl	ZC3H3	ZC3H3	NA	False
ZC3H4+ctrl	ZC3H4	ZC3H4	NA	False
ZCCHC9+ctrl	ZCCHC9	ZCCHC9	NA	False
ZCRB1+ctrl	ZCRB1	ZCRB1	NA	False
ZDHHC7+ctrl	ZDHHC7	ZDHHC7	NA	False
ZFC3H1+ctrl	ZFC3H1	ZFC3H1	NA	False
ZFR+ctrl	ZFR	ZFR	NA	False
ZMAT2+ctrl	ZMAT2	ZMAT2	NA	False
ZMAT5+ctrl	ZMAT5	ZMAT5	NA	False
ZNF143+ctrl	ZNF143	ZNF143	NA	False
ZNF207+ctrl	ZNF207	ZNF207	NA	False
ZNF236+ctrl	ZNF236	ZNF236	NA	False
ZNF292+ctrl	ZNF292	ZNF292	NA	False
ZNF335+ctrl	ZNF335	ZNF335	NA	False
ZNF559+ctrl	ZNF559	ZNF559	NA	False
ZNF574+ctrl	ZNF574	ZNF574	NA	False
ZNF718+ctrl	ZNF718	ZNF718	NA	False
ZNF720+ctrl	ZNF720	ZNF720	NA	False
ZNF787+ctrl	ZNF787	ZNF787	NA	False
ZNF84+ctrl	ZNF84	ZNF84	NA	False
ZNHIT1+ctrl	ZNHIT1	ZNHIT1	NA	False
ZNHIT2+ctrl	ZNHIT2	ZNHIT2	NA	False
ZNHIT3+ctrl	ZNHIT3	ZNHIT3	NA	False
ZNHIT6+ctrl	ZNHIT6	ZNHIT6	NA	False
ZNRD1+ctrl	ZNRD1	ZNRD1	NA	False
ZRSR2+ctrl	ZRSR2	ZRSR2	NA	False
ZW10+ctrl	ZW10	ZW10	NA	False
ZWINT+ctrl	ZWINT	ZWINT	NA	False
ctrl	ctrl	NA	NA	True
